"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2022', 'Quantity')","('Sept 2022', 'FOB (Baht)')","('Jan - Sept 2022', 'Quantity')","('Jan - Sept 2022', 'FOB (Baht)')"
AU,AUSTRALIA,21609,3694792,290752,47415938
BD,BANGLADESH,0,0,609,33570
CA,CANADA,0,0,2,64
CN,CHINA,313563,11924011,409425,15952960
DK,DENMARK,2,80,2,80
FI,FINLAND,0,0,2,4525
FR,FRANCE,817,383625,1728,722181
DE,GERMANY,0,0,3,6829
HK,HONG KONG,1,1620,53,18989
IN,INDIA,0,0,1504,203024
ID,INDONESIA,3000,279333,22500,1901350
IE,IRELAND,0,0,2,1249
IL,ISRAEL,0,0,1,133
IT,ITALY,0,0,30,9915
JP,JAPAN,136021,6153994,1348842,64162016
KR,"KOREA,REPUBLIC OF",10125,978184,97187,8305840
MY,MALAYSIA,0,0,33803,6826850
MX,MEXICO,0,0,2,364
NL,NETHERLANDS,31,10428,32,10544
NO,NORWAY,0,0,18,3723
PK,PAKISTAN,0,0,4800,629781
PL,POLAND,0,0,17,598
SG,SINGAPORE,1,178,113,25482
LK,SRI LANKA,11,4243,11,4243
SE,SWEDEN,0,0,2,6561
CH,SWITZERLAND,0,0,29,3720
TW,"TAIWAN, PROVINCE OF CHINA",3,500,27,6157
TR,TÃœRKIYE,0,0,3175,521990
AE,UNITED ARAB EMIRATES,0,0,323,108957
GB,UNITED KINGDOM,2,764,115,26896
US,UNITED STATES,4,3128,1904,625638
VN,VIETNAM,2200,340514,64902,6019789
SUM,SUM,487390,23775394,2281915,153559956
